time;vx;ax;vy;ay;vz;az;;;Standing by (on table) with Updated Kalman Filter;;;;;;;;;;
33,4;0,1;-1,3;-0,2;-1,9;0,4;6;;;;;;;;;;;;;
33,5;0,1;-2,7;-0,2;-4;0,4;6,8;;;;;;;;;;;;;
33,6;0,1;-0,2;-0,2;-4,6;0,4;3,2;;;;;;;;;;;;;
33,7;0,1;-3,1;-0,2;-3,3;0,4;-0,1;;;;;;;;;;;;;
33,8;0,1;-4;-0,2;1,8;0,4;2,3;;;;;;;;;;;;;
33,9;0,1;1;-0,2;-1,5;0,3;-2,4;;;;;;;;;;;;;
34;0,1;-0,4;-0,2;2,2;0,3;8,6;;;;;;;;;;;;;
34,1;0,1;-0,9;-0,2;-4,8;0,3;2,6;;;;;;;;;;;;;
34,2;0,1;-0,2;-0,2;-1,6;0,4;4,7;;;;;;;;;;;;;
34,3;0,1;-0,1;-0,2;-3,2;0,4;7,2;;;;;;;;;;;;;
34,4;0,1;-0,6;-0,2;1,3;0,4;0;;;;;;;;;;;;;
34,5;0,1;0,3;-0,2;-5,3;0,4;8,2;;;;;;;;;;;;;
34,6;0,1;1,5;-0,2;-2,5;0,4;10,6;;;;;;;;;;;;;
34,7;0,1;0,3;-0,2;-6,7;0,4;6,2;;;;;;;;;;;;;
34,8;0,1;0;-0,2;-1,9;0,4;5,6;;;;;;;;;;;;;
34,9;0,1;1,1;-0,2;-4,7;0,4;5,1;;;;;;;;;;;;;
35;0,1;0,8;-0,2;-0,7;0,4;8,5;;;;;;;;;;;;;
35,1;0,1;-3,5;-0,2;-2,1;0,4;2,7;;;;;;;;;;;;;
35,2;0,1;-1,1;-0,2;-0,1;0,4;4,1;;;;;;;;;;;;;
35,3;0,1;3,2;-0,2;-3,1;0,4;4,6;;;;;;;;;;;;;
35,4;0,1;1;-0,2;-3;0,4;2,9;;;;;;;;;;;;;
35,5;0,1;-0,5;-0,2;-6,5;0,4;0,2;;;;;;;;;;;;;
35,6;0,1;1,2;-0,2;-2,9;0,4;9,2;;;;;;;;;;;;;
35,7;0,1;0,2;-0,2;-3;0,4;3,3;;;;;;;;;;;;;
35,8;0,1;1,5;-0,3;-5,3;0,4;6,2;;;;;;;;;;;;;
35,9;0,1;0,8;-0,3;-5,8;0,4;1,1;;;;;;;;;;;;;
36;0,1;-1,3;-0,3;-1,7;0,4;3,2;;;;;;;;;;;;;
36,1;0,1;-3;-0,3;-4;0,4;1,6;;;;;;;;;;;;;
36,2;0,1;-0,4;-0,3;-2,1;0,4;-3,1;;;;;;;;;;;;;
36,3;0,1;-2,7;-0,3;-4,5;0,4;11,2;;;;;;;;;;;;;
36,4;0,1;4;-0,3;-0,6;0,4;3,3;;;;;;;;;;;;;
36,5;0,1;4,1;-0,3;-3,9;0,4;9,6;;;;;;;;;;;;;
36,6;0,1;0,1;-0,3;-1;0,4;2,6;;;;;;;;;;;;;
36,7;0,1;-0,1;-0,3;-1,2;0,4;-2,2;;;;;;;;;;;;;
36,8;0,1;3;-0,3;-3,8;0,4;-1,2;;;;;;;;;;;;;
36,9;0,1;-3,4;-0,3;-5,2;0,4;10,7;;;;;;;;;;;;;
37;0,1;2,4;-0,3;-1,2;0,4;1,3;;;;;;;;;;;;;
37,1;0,1;-0,1;-0,3;-0,5;0,4;5;;;;;;;;;;;;;
37,2;0,1;0;-0,3;-2,7;0,4;7,6;;;;;;;;;;;;;
37,3;0,1;-1,5;-0,3;-0,1;0,4;0,5;;;;;;;;;;;;;
37,4;0,1;2,4;-0,3;-4,6;0,4;2,8;;;;;;;;;;;;;
37,5;0,1;2,7;-0,3;0,1;0,4;8,9;;;;;;;;;;;;;
37,6;0,1;1;-0,3;-5,9;0,4;5,3;;;;;;;;;;;;;
37,7;0,1;-3,1;-0,3;-3;0,4;5,9;;;;;;;;;;;;;
37,8;0,1;0,8;-0,3;-3,8;0,4;-0,2;;;;;;;;;;;;;
37,9;0,1;-0,9;-0,3;2;0,4;8,5;;;;;;;;;;;;;
38;0,1;2,8;-0,2;0;0,4;-0,5;;;;;;;;;;;;;
38,1;0,1;1,4;-0,2;-1;0,4;-2,1;;;;;;;;;;;;;
38,2;0,1;0,3;-0,2;-3,3;0,4;0;;;;;;;;;;;;;
38,3;0,1;3,1;-0,2;-0,6;0,3;-5,3;;;;;;;;;;;;;
38,4;0,1;-2;-0,2;1,1;0,3;3,4;;;;;;;;;;;;;
38,5;0,1;-0,3;-0,2;-5,9;0,3;0,7;;;;;;;;;;;;;
38,6;0;-7;-0,2;-1,9;0,3;6,1;;;;;;;;;;;;;
38,7;0;3,5;-0,2;-1,7;0,3;1,5;;;;;;;;;;;;;
38,8;0,1;6,4;-0,2;-0,9;0,3;1,1;;;;;;;;;;;;;
38,9;0,1;2,2;-0,2;-3,6;0,3;1,8;;;;;;;;;;;;;
39;0,1;-2,6;-0,2;-3,2;0,4;12,8;;;;;;;;;;;;;
39,1;0,1;4;-0,2;-1,6;0,3;-0,3;;;;;;;;;;;;;
39,2;0,1;1,2;-0,2;-4,3;0,4;11,8;;;;;;;;;;;;;
39,3;0,1;0,3;-0,2;-2,9;0,4;7,9;;;;;;;;;;;;;
39,4;0,1;-2;-0,2;-1,7;0,4;1,8;;;;;;;;;;;;;
39,5;0,1;2,1;-0,2;2,1;0,4;6,5;;;;;;;;;;;;;
39,6;0,1;2,7;-0,2;-5;0,4;-2,1;;;;;;;;;;;;;
39,7;0,1;0,2;-0,2;-0,6;0,3;-1,2;;;;;;;;;;;;;
39,8;0,1;-0,9;-0,2;-4,3;0,3;0,7;;;;;;;;;;;;;
39,9;0,1;-1,1;-0,2;-2,1;0,4;7,6;;;;;;;;;;;;;
40;0,1;4,9;-0,2;-1;0,4;8,1;;;;;;;;;;;;;
40,1;0,1;3,4;-0,2;-7,1;0,4;4,7;;;;;;;;;;;;;
40,2;0,1;1,2;-0,2;0,1;0,4;-0,5;;;;;;;;;;;;;
40,3;0,1;0,5;-0,2;-1,7;0,4;3;;;;;;;;;;;;;
40,4;0,1;-4,4;-0,2;0;0,4;4,3;;;;;;;;;;;;;
40,5;0,1;-4,6;-0,2;-4,3;0,3;1;;;;;;;;;;;;;
40,6;0,1;1,4;-0,2;-0,6;0,4;6,1;;;;;;;;;;;;;
40,7;0,1;1,7;-0,2;-1,4;0,3;1,3;;;;;;;;;;;;;
40,8;0;-3,4;-0,2;0,3;0,3;0,9;;;;;;;;;;;;;
40,9;0;0,5;-0,2;-2,3;0,3;0,4;;;;;;;;;;;;;
41;0,1;4,1;-0,2;-1,7;0,3;5,2;;;;;;;;;;;;;
41,1;0,1;0,1;-0,2;-2,8;0,3;3,3;;;;;;;;;;;;;
41,2;0,1;1,4;-0,2;-2,6;0,3;0,3;;;;;;;;;;;;;
41,3;0,1;-0,5;-0,2;-0,6;0,3;2,9;;;;;;;;;;;;;
41,4;0,1;0,1;-0,2;-1,7;0,3;5,4;;;;;;;;;;;;;
41,5;0,1;3,2;-0,2;-3,1;0,3;1,5;;;;;;;;;;;;;
41,6;0,1;0,1;-0,2;-0,6;0,3;-4,5;;;;;;;;;;;;;
41,7;0,1;0,2;-0,2;-2;0,3;2,7;;;;;;;;;;;;;
41,8;0;-6,1;-0,2;-2,8;0,3;-2,6;;;;;;;;;;;;;
41,9;0;2;-0,2;-3,4;0,3;-2,7;;;;;;;;;;;;;
42;0;-3,8;-0,2;-3;0,3;3,4;;;;;;;;;;;;;
42,1;0;-4,5;-0,2;-1,8;0,2;-3,3;;;;;;;;;;;;;
42,2;0;0,7;-0,2;-2,5;0,2;2,6;;;;;;;;;;;;;
42,3;0;-2,7;-0,2;-3,5;0,2;-1,4;;;;;;;;;;;;;
42,4;0;-8;-0,2;-0,7;0,2;3,7;;;;;;;;;;;;;
42,5;0;-3,7;-0,2;-1,6;0,2;1,3;;;;;;;;;;;;;
42,6;0;-3;-0,2;-5;0,2;4,1;;;;;;;;;;;;;
42,7;0;-3,9;-0,2;-3,6;0,2;3,6;;;;;;;;;;;;;
42,8;0;2,8;-0,2;-2,9;0,2;4,5;;;;;;;;;;;;;
42,9;0;-1,8;-0,2;-3;0,3;3,6;;;;;;;;;;;;;
43;0;-0,8;-0,2;-8,6;0,2;2,2;;;;;;;;;;;;;
43,1;0;3,9;-0,2;3,2;0,2;0,7;;;;;;;;;;;;;
43,2;0;-4,2;-0,2;-2,5;0,2;0,2;;;;;;;;;;;;;
43,3;0;4,7;-0,2;-2,6;0,2;-0,8;;;;;;;;;;;;;
43,4;0;0,5;-0,2;-3,1;0,2;-1,9;;;;;;;;;;;;;
43,5;0;2,1;-0,2;-2,1;0,2;6,1;;;;;;;;;;;;;
43,6;0;2,4;-0,2;-0,9;0,2;3;;;;;;;;;;;;;
43,7;0;0,1;-0,2;-0,6;0,2;-2,3;;;;;;;;;;;;;
43,8;0;2,9;-0,2;-1;0,2;2,8;;;;;;;;;;;;;
43,9;0;0,8;-0,2;-4,2;0,2;4,8;;;;;;;;;;;;;
44;0;-1,9;-0,2;-1,3;0,2;-0,3;;;;;;;;;;;;;
44,1;0;4,7;-0,2;-2,9;0,2;-3,8;;;;;;;;;;;;;
44,2;0;2,5;-0,2;2,3;0,2;2,4;;;;;;;;;;;;;
44,3;0;-1,2;-0,2;-4,9;0,2;0,6;;;;;;;;;;;;;
44,4;0;0,9;-0,2;-0,8;0,2;4,7;;;;;;;;;;;;;
44,5;0;3,6;-0,2;-3,9;0,2;6,3;;;;;;;;;;;;;
44,6;0;-1;-0,2;-4,2;0,2;7,2;;;;;;;;;;;;;
44,7;0;4,7;-0,2;-1,2;0,2;4,5;;;;;;;;;;;;;
44,8;0;-0,3;-0,2;-2,7;0,2;2,7;;;;;;;;;;;;;
44,9;0;-5,2;-0,2;-4,9;0,3;6,3;;;;;;;;;;;;;
45;0;0,5;-0,2;-4,8;0,2;-3,1;;;;;;;;;;;;;
45,1;0;-0,2;-0,2;0;0,2;1,1;;;;;;;;;;;;;
45,2;0;-2,3;-0,2;-4,4;0,2;-2,1;;;;;;;;;;;;;
45,3;0;-4,1;-0,2;-0,9;0,2;-3,7;;;;;;;;;;;;;
45,4;0;-0,3;-0,2;-3,6;0,2;2,7;;;;;;;;;;;;;
45,5;0;-3,8;-0,2;-1,3;0,2;-0,6;;;;;;;;;;;;;
45,6;0;-0,7;-0,2;-3,3;0,2;-3,6;;;;;;;;;;;;;
45,7;0;-1,6;-0,2;-4,4;0,2;9,4;;;;;;;;;;;;;
45,8;0;-0,4;-0,2;-2,6;0,2;4,6;;;;;;;;;;;;;
45,9;0;-2,4;-0,2;-3,1;0,2;4,7;;;;;;;;;;;;;
46;0;3,1;-0,2;-3;0,2;1,5;;;;;;;;;;;;;
46,1;0;2,7;-0,2;-1,6;0,2;2,2;;;;;;;;;;;;;
46,2;0;2,2;-0,2;-0,4;0,2;3,4;;;;;;;;;;;;;
46,3;0;0,9;-0,2;0,2;0,3;12,8;;;;;;;;;;;;;
46,4;0;-2,3;-0,2;1,2;0,3;4,3;;;;;;;;;;;;;
46,5;0;-0,2;-0,2;-6;0,3;2,7;;;;;;;;;;;;;
46,6;0;4,2;-0,2;-2,9;0,3;7,8;;;;;;;;;;;;;
46,7;0;-1,2;-0,2;-0,8;0,3;4,9;;;;;;;;;;;;;
46,8;0;5,8;-0,2;-2,7;0,3;3,9;;;;;;;;;;;;;
46,9;0;3,9;-0,2;-3;0,3;-1,5;;;;;;;;;;;;;
47;0;-1,6;-0,2;-1,7;0,3;4,9;;;;;;;;;;;;;
47,1;0;-0,3;-0,2;-1,7;0,3;5,8;;;;;;;;;;;;;
47,2;0;-4,9;-0,2;-4,8;0,3;5,7;;;;;;;;;;;;;
47,3;0;-0,1;-0,2;-1,5;0,3;4,4;;;;;;;;;;;;;
47,4;0;3,3;-0,2;-0,1;0,3;-3,5;;;;;;;;;;;;;
47,5;0;0,5;-0,2;-3,7;0,3;0,4;;;;;;;;;;;;;
47,6;0;-0,2;-0,2;-5;0,3;1,3;;;;;;;;;;;;;
47,7;0;1,8;-0,2;-3;0,3;1;;;;;;;;;;;;;
47,8;0;1,9;-0,2;-2,1;0,3;8,2;;;;;;;;;;;;;
47,9;0;0,5;-0,2;-0,4;0,3;-3,1;;;;;;;;;;;;;
48;0;-4,1;-0,2;-5,5;0,3;5;;;;;;;;;;;;;
48,1;0;-4;-0,2;-4,7;0,3;6,3;;;;;;;;;;;;;
48,2;0;-1,9;-0,2;-0,2;0,3;0,2;;;;;;;;;;;;;
48,3;0;-5,8;-0,2;-3,2;0,3;4,5;;;;;;;;;;;;;
48,4;0;4,3;-0,2;-1,6;0,3;2,1;;;;;;;;;;;;;
48,5;0;0;-0,2;-2,6;0,3;8,6;;;;;;;;;;;;;
48,6;0;-1,1;-0,2;-0,7;0,3;1,1;;;;;;;;;;;;;
48,7;0;-0,4;-0,2;-3,7;0,3;2,2;;;;;;;;;;;;;
48,8;0;-2,3;-0,2;-0,3;0,3;3,2;;;;;;;;;;;;;
48,9;0;4,1;-0,2;-2,8;0,3;4,4;;;;;;;;;;;;;
49;0;-0,4;-0,2;-6,5;0,3;7,6;;;;;;;;;;;;;
49,1;0;-0,1;-0,3;-3,6;0,3;-1,1;;;;;;;;;;;;;
49,2;0;2,4;-0,3;-2,7;0,3;2,9;;;;;;;;;;;;;
49,3;0;3,4;-0,3;-3,5;0,3;5,7;;;;;;;;;;;;;
49,4;0;0,3;-0,3;-4,8;0,3;-0,2;;;;;;;;;;;;;
49,5;0;0,4;-0,3;-6,6;0,3;-0,5;;;;;;;;;;;;;
49,6;0;-1,6;-0,3;-2;0,3;0,7;;;;;;;;;;;;;
49,7;0;-2,4;-0,3;-6,1;0,3;8,4;;;;;;;;;;;;;
49,8;0;-2;-0,3;-4,9;0,3;2,9;;;;;;;;;;;;;
49,9;0;2,8;-0,3;-3,7;0,3;-0,6;;;;;;;;;;;;;
50;0;-1,4;-0,3;-3,1;0,3;8;;;;;;;;;;;;;
