time;esti_vx;esti_vy;esti_vz;meas_vx;meas_vy;meas_vz
0,0;0,0;0,0;0,0;0,0;0,0;0,0
0,0038;-0,18239993873577798;-0,18239992093619556;-0,18239982985779357;0,0;0,0;0,0
0,099;-0,14131231947679468;-0,1413007670738642;-0,1412416842478162;0,0;0,0;0,0
0,199;-0,10780900581107433;-0,10778502708101564;-0,10766247051823016;0,0;0,0;0,0
0,29900000000000004;-0,08635294587257503;-0,08631709754953329;-0,08613403190379092;0,0;0,0;0,0
0,399;-0,07191464093211539;-0,07186746238031562;-0,07162679154587297;0,0;0,0;0,0
0,499;-0,06158116092618672;-0,06152306692459528;-0,06122708372639671;0,0;0,0;0,0
0,599;-0,05382169280841173;-0,05375300193161419;-0,053403532452383516;0,0;0,0;0,0
0,699;-0,04777905706303029;-0,04770002312088012;-0,0472985867068892;0,0;0,0;0,0
0,7989999999999999;-0,042938331334817836;-0,042849165554818366;-0,04239708734230767;0,0;0,0;0,0
0,8989999999999999;-0,03897178260948782;-0,03887266833279017;-0,03837115334005763;0,0;0,0;0,0
0,9989999999999999;-0,03566091585049048;-0,035552018260009054;-0,035002199940418185;0,0;0,0;0,0
1,099;-0,03285446472319612;-0,032735937376010577;-0,032138909712733275;0,0;0,0;0,0
1,199;-0,030444382649585686;-0,03031637193991221;-0,02967321085842234;0,0;0,0;0,0
1,2990000000000002;-0,02835143680654991;-0,02821408506441136;-0,027525862783157398;0,0;0,0;0,0
1,3990000000000002;-0,026516204138724325;-0,026369651809994447;-0,025637446421535225;0,0;0,0;0,0
1,4990000000000003;-0,02489324512549313;-0,02473763232000964;-0,0239625340810172;0,0;0,0;0,0
1,5990000000000004;-0,02344721955402078;-0,0232826871499343;-0,022465802454023163;0,0;0,0;0,0
1,6990000000000005;-0,02215022884666924;-0,02197691927706637;-0,021119372966266002;0,0;0,0;0,0
1,7990000000000006;-0,0209799556626092;-0,020798013470514836;-0,019900949936640634;0,0;0,0;0,0
1,8990000000000007;-0,01991833502376618;-0,019727907245465418;-0,01879249063851316;0,0;0,0;0,0
1,9990000000000008;-0,01895058784874945;-0,018751824267904994;-0,017779238038945874;0,0;0,0;0,0
2,0990000000000006;-0,01806450659985842;-0,017857559903035676;-0,01684900584805396;0,0;0,0;0,0
2,1990000000000007;-0,017249919512252264;-0,01703494536827127;-0,01599164229708434;0,0;0,0;0,0
2,299000000000001;-0,016498283403661287;-0,016275440483448263;-0,015198622608017302;0,0;0,0;0,0
2,399000000000001;-0,01580237044775573;-0,015571820397278138;-0,014462735512320081;0,0;0,0;0,0
2,499000000000001;-0,015156024550900385;-0,014917931926819986;-0,013777839440021925;0,0;0,0;0,0
2,599000000000001;-0,01455396993194262;-0,014308502107466103;-0,013138670965021812;0,0;0,0;0,0
2,699000000000001;-0,013991659304673026;-0,013738986351486068;-0,012540692895932785;0,0;0,0;0,0
