time;vx;ax;vy;ay;vz;az
0,0;0,0;0,0;0,0;0,0;0,0;0,0
0,0038;0,0;-5,1;0,0;-96,1;0,0;-96,2
0,099;0,0;-8,9;0,0;-93,5;0,0;-81,3
0,199;0,0;-12,1;0,0;-90,6;0,0;-67,4
0,29900000000000004;0,0;-13,7;0,0;-85,0;0,0;-54,9
0,399;0,0;-14,6;0,0;-78,6;0,0;-43,7
0,499;0,0;-13,7;0,0;-71,2;0,0;-33,2
0,599;0,0;-12,2;0,0;-63,0;0,0;-25,5
0,699;0,0;-10,0;0,0;-55,8;0,0;-18,8
0,7989999999999999;0,0;-6,4;0,0;-47,8;0,0;-14,1
0,8989999999999999;0,0;-2,3;0,0;-40,5;0,0;-9,1
0,9989999999999999;0,0;2,3;0,0;-33,8;0,0;-7,0
1,099;0,0;7,3;0,0;-27,9;0,0;-4,9
1,199;0,0;11,6;0,0;-22,8;0,0;-4,7
1,2990000000000002;0,0;16,0;0,0;-18,7;0,0;-4,1
1,3990000000000002;0,0;19,7;0,0;-15,7;0,0;-4,0
1,4990000000000003;0,0;21,9;0,0;-12,9;0,0;-4,8
1,5990000000000004;0,0;24,1;0,0;-11,4;0,0;-4,6
1,6990000000000005;0,0;25,3;0,0;-10,4;0,0;-4,8
1,7990000000000006;0,0;24,6;0,0;-9,9;0,0;-4,7
1,8990000000000007;0,0;24,9;0,0;-9,4;0,0;-5,4
1,9990000000000008;0,0;24,0;0,0;-9,6;0,0;-4,9
2,0990000000000006;0,0;23,1;0,0;-9,6;0,0;-4,4
2,1990000000000007;0,0;22,4;0,0;-9,4;0,0;-4,0
2,299000000000001;0,0;20,6;0,0;-9,4;0,0;-4,2
2,399000000000001;0,0;19,8;0,0;-9,8;0,0;-3,7
2,499000000000001;0,0;18,2;0,0;-9,5;0,0;-2,9
2,599000000000001;0,0;17,2;0,0;-9,6;0,0;-2,8
2,699000000000001;0,0;16,0;0,0;-9,3;0,0;-1,6
2,7990000000000013;0,0;14,5;0,0;-8,7;0,0;-2,2
2,8990000000000014;0,0;13,4;0,0;-8,8;0,0;-1,8
2,9990000000000014;0,0;12,3;0,0;-8,5;0,0;-1,6
3,0990000000000015;0,0;10,9;0,0;-7,9;0,0;-2,4
3,1990000000000016;0,0;10,0;0,0;-7,7;0,0;-1,7
3,2990000000000017;0,0;8,7;0,0;-7,5;0,0;-0,8
3,399000000000002;0,0;8,3;0,0;-6,9;0,0;-0,8
3,499000000000002;0,0;7,2;0,0;-6,5;0,0;-0,4
