time;esti_vx;esti_vy;esti_vz;meas_vx;meas_vy;meas_vz
0,0;0,0;0,0;0,0;0,0;0,0;0,0
0,1;11,92271616955992;-11,083397050068346;19,23225282386664;23,6;-22,4;38,2
0,2;15,83348816105362;-14,977511426612464;25,650559958950875;23,6;-22,8;38,4
0,30000000000000004;17,80204168250254;-16,888408320788773;28,800806199734797;23,7;-22,6;38,2
0,4;19,025105981893066;-18,054836095897826;30,715402236579017;23,9;-22,7;38,3
0,5;19,841063162388554;-18,833268015884876;32,02815572333203;23,9;-22,7;38,5
0,6;20,42441278808783;-19,3755610180606;32,99720356525415;23,9;-22,6;38,7
0,7;20,849788195908815;-19,80809947860002;33,72606485826327;23,8;-22,8;38,7
0,7999999999999999;21,18103590224749;-20,14503961133446;34,271909853239215;23,8;-22,8;38,5
0,8999999999999999;21,45652435767069;-20,415057520238467;34,71013413812508;23,9;-22,8;38,5
0,9999999999999999;21,691498242287135;-20,63640133099289;35,070064323918594;24,0;-22,8;38,5
1,0999999999999999;21,904620122228167;-20,829779079803757;35,37124946474763;24,2;-22,9;38,5
1,2;22,077400734346053;-21,009614349903856;35,651765616345976;24,1;-23,1;38,8
1,3;22,2184415931896;-21,16412655778343;35,90867026794553;24,0;-23,1;39,0
1,4000000000000001;22,34779737950126;-21,29144152299703;36,139638719149815;24,1;-23,0;39,1
1,5000000000000002;22,46122439096769;-21,40967756410471;36,34275322905578;24,1;-23,1;39,1
1,6000000000000003;22,561531266344158;-21,514296288412876;36,52943470706765;24,1;-23,1;39,2
1,7000000000000004;22,650902379131818;-21,613445068414517;36,708747745164565;24,1;-23,2;39,4
1,8000000000000005;22,731062120962907;-21,70242754055904;36,86405866534349;24,1;-23,2;39,3
1,9000000000000006;22,8086733961769;-21,782764532601465;36,998833018583106;24,2;-23,2;39,2
2,0000000000000004;22,879078720294075;-21,85568702775348;37,13258320449234;24,2;-23,2;39,4
2,1000000000000005;22,94325828631718;-21,917254163306314;37,26023655857083;24,2;-23,1;39,5
2,2000000000000006;23,006697586893445;-21,987967594065662;37,37742983499317;24,3;-23,4;39,5
