time;esti_vx;esti_vy;esti_vz;meas_vx;meas_vy;meas_vz
0,0;0,0;0,0;0,0;0,0;0,0;0,0
0,0038;-0,18106993918249625;-0,18106992151270243;-0,1810698310984138;0,0;0,0;0,0
0,099;-0,1400883546085549;-0,14007690224955066;-0,1400183310813743;0,0;0,0;0,0
0,199;-0,10683724379853399;-0,106813478143578;-0,10669201062252033;0,0;0,0;0,0
0,29900000000000004;-0,08556969069708417;-0,0855341639983385;-0,08535274079122755;0,0;0,0;0,0
0,399;-0,07126201852872459;-0,07121526504217446;-0,07097676259681877;0,0;0,0;0,0
0,499;-0,06102226267810369;-0,06096469325700931;-0,06067138276323808;0,0;0,0;0,0
0,599;-0,053333215878028396;-0,053265146094608834;-0,052918836493217124;0,0;0,0;0,0
0,699;-0,0473454219164829;-0,04726710320257214;-0,04686929966893277;0,0;0,0;0,0
0,7989999999999999;-0,04254862988784885;-0,04246027150166551;-0,04201228687772603;0,0;0,0;0,0
0,8989999999999999;-0,03861808093499948;-0,03851986451574929;-0,038022892688625874;0,0;0,0;0,0
0,9989999999999999;-0,0353372630751517;-0,03522935227809701;-0,03468451626807671;0,0;0,0;0,0
1,099;-0,03255628285014922;-0,03243882981680111;-0,03184721356583221;0,0;0,0;0,0
1,199;-0,030168074296434977;-0,03004122407514196;-0,0294038936553785;0,0;0,0;0,0
1,2990000000000002;-0,028094123695505617;-0,02795801731074943;-0,027276035138572033;0,0;0,0;0,0
1,3990000000000002;-0,02627554730617762;-0,02613032391797141;-0,025404758243761316;0,0;0,0;0,0
1,4990000000000003;-0,024667318009667375;-0,024513116447011114;-0,02374504758495679;0,0;0,0;0,0
1,5990000000000004;-0,02323441633526534;-0,02307137619003331;-0,022261900452657562;0,0;0,0;0,0
1,6990000000000005;-0,02194919690836709;-0,021777459314468513;-0,02092769130146809;0,0;0,0;0,0
1,7990000000000006;-0,020789544936763285;-0,020609253119865164;-0,01972032680824528;0,0;0,0;0,0
1,8990000000000007;-0,019737559397234386;-0,01954885905441979;-0,018621928004052223;0,0;0,0;0,0
1,9990000000000008;-0,018778595340971274;-0,01858163489240772;-0,01761787179234437;0,0;0,0;0,0
2,0990000000000006;-0,01790055602393525;-0,017695486766876625;-0,016696082487293984;0,0;0,0;0,0
2,1990000000000007;-0,017093361998598153;-0,016880338185928035;-0,015846500458675878;0,0;0,0;0,0
