time;esti_vx;esti_vy;esti_vz;meas_vx;meas_vy;meas_vz
0,0;0,0;0,0;0,0;0,0;0,0;0,0
0,0038;0,0;0,0;0,0;0,0;0,0;0,0
0,099;0,0;0,0;0,0;0,0;0,0;0,0
0,199;0,0;0,0;0,0;0,0;0,0;0,0
0,29900000000000004;0,0;0,0;0,0;0,0;0,0;0,0
0,399;0,0;0,0;0,0;0,0;0,0;0,0
0,499;0,0;0,0;0,0;0,0;0,0;0,0
0,599;0,0;0,0;0,0;0,0;0,0;0,0
0,699;0,0;0,0;0,0;0,0;0,0;0,0
0,7989999999999999;0,0;0,0;0,0;0,0;0,0;0,0
0,8989999999999999;0,0;0,0;0,0;0,0;0,0;0,0
0,9989999999999999;0,0;0,0;0,0;0,0;0,0;0,0
1,099;0,0;0,0;0,0;0,0;0,0;0,0
1,199;0,0;0,0;0,0;0,0;0,0;0,0
1,2990000000000002;0,0;0,0;0,0;0,0;0,0;0,0
1,3990000000000002;0,0;0,0;0,0;0,0;0,0;0,0
1,4990000000000003;0,0;0,0;0,0;0,0;0,0;0,0
1,5990000000000004;0,0;0,0;0,0;0,0;0,0;0,0
1,6990000000000005;0,0;0,0;0,0;0,0;0,0;0,0
1,7990000000000006;0,0;0,0;0,0;0,0;0,0;0,0
1,8990000000000007;0,0;0,0;0,0;0,0;0,0;0,0
1,9990000000000008;0,0;0,0;0,0;0,0;0,0;0,0
2,0990000000000006;0,0;0,0;0,0;0,0;0,0;0,0
2,1990000000000007;0,0;0,0;0,0;0,0;0,0;0,0
2,299000000000001;0,0;0,0;0,0;0,0;0,0;0,0
2,399000000000001;0,0;0,0;0,0;0,0;0,0;0,0
2,499000000000001;0,0;0,0;0,0;0,0;0,0;0,0
2,599000000000001;0,0;0,0;0,0;0,0;0,0;0,0
2,699000000000001;0,0;0,0;0,0;0,0;0,0;0,0
2,7990000000000013;0,0;0,0;0,0;0,0;0,0;0,0
2,8990000000000014;0,0;0,0;0,0;0,0;0,0;0,0
2,9990000000000014;0,0;0,0;0,0;0,0;0,0;0,0
3,0990000000000015;0,0;0,0;0,0;0,0;0,0;0,0
3,1990000000000016;0,0;0,0;0,0;0,0;0,0;0,0
3,2990000000000017;0,0;0,0;0,0;0,0;0,0;0,0
3,399000000000002;0,0;0,0;0,0;0,0;0,0;0,0
3,499000000000002;0,0;0,0;0,0;0,0;0,0;0,0
3,599000000000002;0,0;0,0;0,0;0,0;0,0;0,0
3,699000000000002;0,0;0,0;0,0;0,0;0,0;0,0
3,799000000000002;0,0;0,0;0,0;0,0;0,0;0,0
3,8990000000000022;0,0;0,0;0,0;0,0;0,0;0,0
3,9990000000000023;0,0;0,0;0,0;0,0;0,0;0,0
4,099000000000002;0,0;0,0;0,0;0,0;0,0;0,0
4,199000000000002;0,0;0,0;0,0;0,0;0,0;0,0
4,299000000000001;0,0;0,0;0,0;0,0;0,0;0,0
4,399000000000001;0,0;0,0;0,0;0,0;0,0;0,0
4,4990000000000006;0,0;0,0;0,0;0,0;0,0;0,0
4,599;0,0;0,0;0,0;0,0;0,0;0,0
4,699;0,0;0,0;0,0;0,0;0,0;0,0
4,7989999999999995;0,0;0,0;0,0;0,0;0,0;0,0
4,898999999999999;0,0;0,0;0,0;0,0;0,0;0,0
4,998999999999999;0,0;0,0;0,0;0,0;0,0;0,0
5,098999999999998;0,0;0,0;0,0;0,0;0,0;0,0
5,198999999999998;0,0;0,0;0,0;0,0;0,0;0,0
5,298999999999998;0,0;0,0;0,0;0,0;0,0;0,0
5,398999999999997;0,0;0,0;0,0;0,0;0,0;0,0
